MC_Bin      Toa         TimeEnd            Mag     PW    Freq     Fmin     Fmax    Fmop   Phase01  CW   PhaseSegs  Thres FileSeek
21      123343360.00   123344384.00      63.2 1024.00   83.98   83.98   83.98 0  162.59 0 1    56.3   61671680 
9      123644416.00   123645440.00      64.4 1024.00  107.42  107.42  107.42 0 -136.52 0 1    64.0   61822208 
5      124145664.00   124245504.00      79.6 99840.00  115.23  115.23  115.23 0    1.45 0 194    68.1   62072832 
10      124357632.00   124358656.00      65.0 1024.00  105.47  105.47  105.47 0   98.06 0 1    64.4   62178816 
1      124679168.00   124680192.00      59.6 1024.00  123.05  123.05  123.05 0 -104.20 0 1    59.3   62339584 
20      124796416.00   124797440.00      68.1 1024.00   85.94   85.94   85.94 0   36.05 0 1    66.2   62398208 
28      125049856.00   125050880.00      69.3 1024.00   70.31   70.31   70.31 0  168.42 0 1    65.1   62524928 
24      125057536.00   125058560.00      65.2 1024.00   78.12   78.12   78.12 0 -106.82 0 1    63.5   62528768 
14      125103616.00   125104640.00      61.4 1024.00   97.66   97.66   97.66 0  134.26 0 1    61.0   62551808 
5      125169664.00   125269504.00      79.6 99840.00  115.23  115.23  115.23 0    4.70 0 194    68.7   62584832 
15      125356544.00   125357568.00      66.7 1024.00   95.70   95.70   95.70 0 -179.83 0 1    65.8   62678272 
6      125387776.00   125388800.00      68.0 1024.00  113.28  113.28  113.28 0   57.50 0 1    66.9   62693888 
7      125408256.00   125410304.00      64.6 2048.00  111.33  111.33  111.33 0   22.17 0 2    61.6   62704128 
21      125540864.00   125542400.00      63.7 1536.00   83.98   83.98   83.98 0 -157.27 0 1    63.1   62770432 
12      126122496.00   126125568.00      67.0 3072.00  101.56  101.56  101.56 0 -173.04 0 1    59.6   63061248 
27      126279680.00   126283264.00      56.5 3584.00   72.27   72.27   72.27 0    1.41 0 1    56.1   63139840 
5      126194176.00   126293504.00      79.7 99328.00  115.23  115.23  115.23 0    0.19 0 193    68.2   63097088 
20      126361600.00   126363136.00      63.5 1536.00   85.94   85.94   85.94 0  -21.64 0 1    60.9   63180800 
6      126423040.00   126427648.00      65.3 4608.00  113.28  113.28  113.28 0   -0.28 0 1    57.6   63211520 
22      127059456.00   127060992.00      68.7 1536.00   82.03   82.03   82.03 0   39.89 0 1    59.9   63529728 
6      127218176.00   127318016.00      75.7 99840.00  113.28  113.28  115.23 1  -88.99 0 1    67.7   63609088 
10      127855616.00   127856640.00      65.9 1024.00  105.47  105.47  105.47 0  -12.34 0 1    62.8   63927808 
17      127932416.00   127933440.00      68.6 1024.00   91.80   91.80   91.80 0 -109.33 0 1    64.4   63966208 
18      127933440.00   127934464.00      65.9 1024.00   89.84   89.84   89.84 0  118.44 0 1    65.8   63966720 
17      127939584.00   127940608.00      63.7 1024.00   91.80   91.80   91.80 0  155.34 0 1    61.4   63969792 
5      128242176.00   128342016.00      79.8 99840.00  115.23  115.23  115.23 0    1.28 0 194    69.9   64121088 
24      128801792.00   128802816.00      65.2 1024.00   78.12   78.12   78.12 0  -43.68 0 1    59.1   64400896 
9      128973312.00   128974336.00      61.2 1024.00  107.42  107.42  107.42 0 -157.18 0 1    60.4   64486656 
28      129069568.00   129071616.00      62.7 2048.00   70.31   70.31   70.31 0 -103.48 0 2    60.0   64534784 
5      129266688.00   129366016.00      79.7 99328.00  115.23  115.23  115.23 0   -2.22 0 193    70.6   64633344 
6      129952256.00   129953280.00      65.7 1024.00  113.28  113.28  113.28 0  -12.75 0 1    64.6   64976128 
3      130031616.00   130032640.00      66.7 1024.00  119.14  119.14  119.14 0  -34.37 0 1    66.0   65015808 
18      130223616.00   130224640.00      64.7 1024.00   89.84   89.84   89.84 0  -80.71 0 1    62.8   65111808 
5      130290688.00   130390528.00      79.7 99840.00  115.23  115.23  115.23 0   -1.66 0 194    69.4   65145344 
10      130580992.00   130582528.00      67.0 1536.00  105.47  105.47  105.47 0  -54.99 0 2    62.3   65290496 
17      131171840.00   131172864.00      62.8 1024.00   91.80   91.80   91.80 0   74.91 0 1    62.3   65585920 
27      131287040.00   131288576.00      65.7 1536.00   72.27   72.27   72.27 0   13.70 0 2    60.3   65643520 
5      131314688.00   131414528.00      79.8 99840.00  115.23  115.23  115.23 0   -2.23 0 194    69.7   65657344 
2      131590656.00   131591680.00      64.1 1024.00  121.09  121.09  121.09 0  -56.01 0 2    61.4   65795328 
21      131900928.00   131901952.00      64.3 1024.00   83.98   83.98   83.98 0 -147.62 0 1    63.3   65950464 
27      132250112.00   132251136.00      64.1 1024.00   72.27   72.27   72.27 0  128.68 0 1    63.9   66125056 
26      132253184.00   132254208.00      62.5 1024.00   74.22   74.22   74.22 0 -109.21 0 1    61.7   66126592 
5      132338688.00   132438528.00      79.9 99840.00  115.23  115.23  115.23 0   -2.77 0 194    68.7   66169344 
30      132512256.00   132513280.00      56.6 1024.00   66.41   66.41   66.41 0   82.34 0 1    56.6   66256128 
13      133059072.00   133060096.00      62.5 1024.00   99.61   99.61   99.61 0  -50.07 0 2    59.6   66529536 
21      133139968.00   133140992.00      63.5 1024.00   83.98   83.98   83.98 0  -33.33 0 1    59.2   66569984 
5      133164544.00   133165568.00      70.2 1024.00  115.23  115.23  115.23 0  -47.61 0 1    66.7   66582272 
5      133363200.00   133462528.00      79.9 99328.00  115.23  115.23  115.23 0    0.08 0 193    66.9   66681600 
26      133863424.00   133864448.00      63.8 1024.00   74.22   74.22   74.22 0 -131.67 0 2    60.6   66931712 
27      133971968.00   133972992.00      63.1 1024.00   72.27   72.27   72.27 0  144.12 0 1    62.6   66985984 
14      134239744.00   134240768.00      64.9 1024.00   97.66   97.66   97.66 0  -61.08 0 1    63.9   67119872 
13      134411264.00   134412288.00      64.8 1024.00   99.61   99.61   99.61 0  143.74 0 1    61.7   67205632 
5      134387200.00   134487552.00      79.8 100352.00  115.23  115.23  115.23 0    0.66 0 194    63.8   67193600 
21      134546944.00   134547968.00      63.4 1024.00   83.98   83.98   83.98 0   40.57 0 1    63.1   67273472 
15      134820864.00   134821888.00      65.7 1024.00   95.70   95.70   95.70 0  -79.40 0 1    62.6   67410432 
5      135411200.00   135511040.00      79.8 99840.00  115.23  115.23  115.23 0    4.48 0 194    68.9   67705600 
16      135669760.00   135671808.00      63.5 2048.00   93.75   93.75   93.75 0   82.03 0 2    63.1   67834880 
26      135722496.00   135723520.00      65.2 1024.00   74.22   74.22   74.22 0   11.91 0 1    62.0   67861248 
26      135982080.00   135983616.00      64.1 1536.00   74.22   74.22   74.22 0  124.07 0 1    61.7   67991040 
20      136218112.00   136219136.00      64.4 1024.00   85.94   85.94   85.94 0 -133.61 0 1    62.1   68109056 
20      136499712.00   136503296.00      60.9 3584.00   85.94   85.94   85.94 0  -46.58 0 1    59.2   68249856 
5      136435712.00   136535040.00      79.8 99328.00  115.23  115.23  115.23 0    2.54 0 193    70.7   68217856 
16      136740864.00   136742400.00      66.5 1536.00   93.75   93.75   93.75 0 -110.34 0 2    65.5   68370432 
11      137247232.00   137248256.00      63.8 1024.00  103.52  103.52  103.52 0  -68.35 0 1    63.4   68623616 
6      137459712.00   137559552.00      72.0 99840.00  113.28  113.28  115.23 1    4.14 0 1    70.5   68729856 
8      138214400.00   138215424.00      63.8 1024.00  109.38  109.38  109.38 0   93.71 0 1    59.1   69107200 
5      138483712.00   138583552.00      79.8 99840.00  115.23  115.23  115.23 0   -0.07 0 194    69.6   69241856 
14      138661888.00   138662912.00      66.8 1024.00   97.66   97.66   97.66 0 -103.27 0 1    64.5   69330944 
27      138836480.00   138839040.00      62.4 2560.00   72.27   72.27   72.27 0   67.54 0 2    59.4   69418240 
8      139097600.00   139100160.00      60.4 2560.00  109.38  109.38  109.38 0 -107.18 0 2    55.3   69548800 
12      139425280.00   139426304.00      60.7 1024.00  101.56  101.56  101.56 0  153.05 0 1    60.0   69712640 
14      139454976.00   139456512.00      66.9 1536.00   97.66   97.66   97.66 0  -10.57 0 2    63.5   69727488 
5      139507712.00   139607552.00      79.7 99840.00  115.23  115.23  115.23 0   -3.38 0 194    70.0   69753856 
25      140071936.00   140072960.00      62.6 1024.00   76.17   76.17   76.17 0  146.86 0 1    62.4   70035968 
25      140101632.00   140103168.00      62.4 1536.00   76.17   76.17   76.17 0   33.01 0 2    61.8   70050816 
18      140353536.00   140354560.00      62.0 1024.00   89.84   89.84   89.84 0  -84.54 0 1    61.7   70176768 
5      140532224.00   140631552.00      79.8 99328.00  115.23  115.23  115.23 0    2.05 0 193    69.9   70266112 
3      141395968.00   141396992.00      64.8 1024.00  119.14  119.14  119.14 0   -1.63 0 1    64.2   70697984 
20      141569536.00   141571072.00      65.0 1536.00   85.94   85.94   85.94 0  -80.82 0 2    64.5   70784768 
5      141556224.00   141656576.00      79.7 100352.00  113.28  113.28  115.23 1   -2.30 0 194    68.2   70778112 
24      142232064.00   142233088.00      62.2 1024.00   78.12   78.12   78.12 0  104.69 0 1    61.5   71116032 
5      142580224.00   142680064.00      79.7 99840.00  115.23  115.23  115.23 0   -0.63 0 194    71.5   71290112 
11      142765568.00   142766592.00      62.5 1024.00  103.52  103.52  103.52 0  164.70 0 1    61.9   71382784 
5      143604736.00   143704064.00      79.7 99328.00  115.23  115.23  115.23 0    0.19 0 193    69.3   71802368 
20      143711232.00   143712256.00      64.3 1024.00   85.94   85.94   85.94 0  -19.41 0 2    63.5   71855616 
1      143734784.00   143735808.00      62.0 1024.00  123.05  123.05  123.05 0 -153.43 0 1    58.8   71867392 
13      143856640.00   143857664.00      67.0 1024.00   99.61   99.61   99.61 0   56.37 0 1    65.2   71928320 
26      144713216.00   144714240.00      66.1 1024.00   74.22   74.22   74.22 0  130.29 0 1    61.8   72356608 
5      144628736.00   144728064.00      79.7 99328.00  115.23  115.23  115.23 0   -0.65 0 193    70.0   72314368 
5      145652736.00   145752576.00      79.6 99840.00  115.23  115.23  115.23 0   -4.19 0 193    70.6   72826368 
1      145785344.00   145786368.00      64.7 1024.00  123.05  123.05  123.05 0  151.73 0 1    63.9   72892672 
24      145922048.00   145923072.00      61.8 1024.00   78.12   78.12   78.12 0   -5.67 0 1    61.7   72961024 
12      145930752.00   145931776.00      65.2 1024.00  101.56  101.56  101.56 0 -105.41 0 1    64.0   72965376 
16      145979392.00   145980416.00      66.4 1024.00   93.75   93.75   93.75 0   43.26 0 1    64.1   72989696 
5      146676736.00   146776576.00      79.5 99840.00  115.23  115.23  115.23 0   -0.25 0 194    69.0   73338368 
2      147334656.00   147335680.00      60.4 1024.00  121.09  121.09  121.09 0  112.97 0 2    59.2   73667328 
4      147594240.00   147595264.00      62.4 1024.00  117.19  117.19  117.19 0 -146.29 0 1    61.8   73797120 
5      147701248.00   147800576.00      79.6 99328.00  115.23  115.23  115.23 0    1.61 0 193    69.2   73850624 
4      147911168.00   147912704.00      60.6 1536.00  117.19  117.19  117.19 0   -3.29 0 2    55.6   73955584 
4      147915264.00   147916288.00      63.5 1024.00  117.19  117.19  117.19 0    9.89 0 1    55.7   73957632 
25      148558336.00   148559360.00      65.3 1024.00   76.17   76.17   76.17 0  -80.01 0 1    60.7   74279168 
6      148572160.00   148573184.00      65.5 1024.00  113.28  113.28  113.28 0  134.34 0 1    64.9   74286080 
6      148725248.00   148825088.00      76.7 99840.00  113.28  113.28  115.23 1  -24.49 0 1    69.7   74362624 
14      148877312.00   148878336.00      60.9 1024.00   97.66   97.66   97.66 0  -61.54 0 1    55.3   74438656 
4      148989440.00   148990464.00      64.3 1024.00  117.19  117.19  117.19 0  -29.82 0 1    63.3   74494720 
17      149108224.00   149109248.00      66.9 1024.00   91.80   91.80   91.80 0  -40.51 0 1    62.6   74554112 
6      149353984.00   149355008.00      68.4 1024.00  113.28  113.28  113.28 0  -95.75 0 1    65.3   74676992 
8      149359104.00   149360128.00      63.7 1024.00  109.38  109.38  109.38 0   90.31 0 1    61.6   74679552 
5      149749248.00   149849088.00      79.4 99840.00  115.23  115.23  115.23 0   -3.44 0 194    70.7   74874624 
28      150128640.00   150129664.00      65.2 1024.00   70.31   70.31   70.31 0   48.63 0 1    63.5   75064320 
5      150201856.00   150202880.00      64.7 1024.00  115.23  115.23  115.23 0 -156.92 0 1    64.7   75100928 
23      150239744.00   150240768.00      64.5 1024.00   80.08   80.08   80.08 0  -49.45 0 1    56.3   75119872 
4      150326784.00   150327808.00      64.6 1024.00  117.19  117.19  117.19 0  111.45 0 1    60.0   75163392 
9      150561792.00   150562816.00      66.9 1024.00  107.42  107.42  107.42 0 -167.42 0 1    64.1   75280896 
7      150579200.00   150580224.00      64.5 1024.00  111.33  111.33  111.33 0   31.14 0 1    64.1   75289600 
17      150588416.00   150589440.00      63.6 1024.00   91.80   91.80   91.80 0  -68.86 0 1    62.5   75294208 
17      150644736.00   150645760.00      62.7 1024.00   91.80   91.80   91.80 0  100.62 0 1    61.6   75322368 
5      150773760.00   150873088.00      79.3 99328.00  115.23  115.23  115.23 0   -1.75 0 193    68.3   75386880 
15      150931456.00   150932480.00      69.9 1024.00   95.70   95.70   95.70 0   41.16 0 1    64.5   75465728 
9      150957568.00   150959104.00      63.3 1536.00  107.42  107.42  107.42 0  113.14 0 1    57.3   75478784 
28      150982144.00   150983168.00      64.3 1024.00   70.31   70.31   70.31 0  134.95 0 1    61.4   75491072 
27      151188480.00   151189504.00      63.5 1024.00   72.27   72.27   72.27 0  -90.94 0 1    63.3   75594240 
5      151797760.00   151897088.00      79.4 99328.00  115.23  115.23  115.23 0    0.58 0 193    70.0   75898880 
5      152821760.00   152921600.00      79.3 99840.00  115.23  115.23  115.23 0    3.28 0 194    68.8   76410880 
9      152956416.00   152957952.00      60.8 1536.00  107.42  107.42  107.42 0 -175.82 0 1    60.7   76478208 
21      153311232.00   153313280.00      63.1 2048.00   83.98   83.98   83.98 0    3.32 0 6    57.8   76655616 
15      153577984.00   153579008.00      64.9 1024.00   95.70   95.70   95.70 0  -27.09 0 1    64.3   76788992 
15      153660416.00   153661440.00      65.3 1024.00   95.70   95.70   95.70 0  -84.55 0 1    63.2   76830208 
5      153846272.00   153945600.00      79.3 99328.00  115.23  115.23  115.23 0   -0.53 0 193    69.6   76923136 
3      154371072.00   154372096.00      66.5 1024.00  119.14  119.14  119.14 0   25.44 0 1    59.6   77185536 
24      154602496.00   154604032.00      65.4 1536.00   78.12   78.12   78.12 0 -131.62 0 1    64.6   77301248 
18      154609664.00   154611200.00      68.3 1536.00   89.84   89.84   89.84 0   22.22 0 1    56.6   77304832 
13      154937344.00   154938880.00      62.3 1536.00   99.61   99.61   99.61 0  -44.77 0 1    59.9   77468672 
5      154870272.00   154969600.00      79.2 99328.00  115.23  115.23  115.23 0   -4.37 0 193    69.3   77435136 
9      155484160.00   155485184.00      63.1 1024.00  107.42  107.42  107.42 0  113.26 0 1    59.3   77742080 
24      155958784.00   155959808.00      68.2 1024.00   78.12   78.12   78.12 0   76.88 0 1    62.1   77979392 
5      155894272.00   155994112.00      79.1 99840.00  115.23  115.23  115.23 0    0.46 0 194    69.5   77947136 
27      156325376.00   156326400.00      66.4 1024.00   72.27   72.27   72.27 0 -157.51 0 1    65.0   78162688 
15      156804608.00   156805632.00      63.8 1024.00   95.70   95.70   95.70 0 -176.32 0 1    62.8   78402304 
5      156918272.00   157019136.00      79.0 100864.00  115.23  115.23  115.23 0   -1.82 0 195    64.8   78459136 
14      157027840.00   157028864.00      62.7 1024.00   97.66   97.66   97.66 0  135.49 0 1    59.9   78513920 
15      157169152.00   157170176.00      64.2 1024.00   95.70   95.70   95.70 0  -80.19 0 1    62.6   78584576 
18      157294592.00   157295616.00      66.2 1024.00   89.84   89.84   89.84 0   74.04 0 1    63.8   78647296 
21      157950464.00   157951488.00      62.8 1024.00   83.98   83.98   83.98 0   57.07 0 1    60.5   78975232 
5      157942784.00   158042112.00      78.9 99328.00  115.23  115.23  115.23 0   -1.59 0 193    67.0   78971392 
18      158213120.00   158214144.00      63.1 1024.00   89.84   89.84   89.84 0   -8.53 0 1    63.0   79106560 
18      158452224.00   158453248.00      64.7 1024.00   89.84   89.84   89.84 0  101.23 0 1    60.9   79226112 
5      158966784.00   159066624.00      79.0 99840.00  115.23  115.23  115.23 0    1.38 0 194    66.8   79483392 
24      159290368.00   159291904.00      66.8 1536.00   78.12   78.12   78.12 0   19.99 0 2    60.6   79645184 
24      159316480.00   159317504.00      66.3 1024.00   78.12   78.12   78.12 0  102.63 0 1    61.7   79658240 
6      159985152.00   159986176.00      65.1 1024.00  113.28  113.28  113.28 0 -105.57 0 1    63.2   79992576 
5      159990784.00   160090624.00      78.9 99840.00  115.23  115.23  115.23 0    0.48 0 194    69.4   79995392 
28      160195584.00   160196608.00      62.9 1024.00   70.31   70.31   70.31 0   62.48 0 1    62.6   80097792 
24      160286720.00   160287744.00      63.0 1024.00   78.12   78.12   78.12 0  -93.89 0 1    61.9   80143360 
3      160510464.00   160511488.00      64.1 1024.00  119.14  119.14  119.14 0  -98.26 0 1    63.8   80255232 
5      161014784.00   161114624.00      78.8 99840.00  115.23  115.23  115.23 0    4.25 0 194    68.3   80507392 
11      161419264.00   161420288.00      65.0 1024.00  103.52  103.52  103.52 0  155.54 0 1    64.9   80709632 
14      161797120.00   161798144.00      65.8 1024.00   97.66   97.66   97.66 0  -74.31 0 1    64.4   80898560 
11      161798656.00   161799680.00      64.8 1024.00  103.52  103.52  103.52 0  123.49 0 1    60.6   80899328 
16      162117632.00   162118656.00      66.1 1024.00   93.75   93.75   93.75 0 -155.07 0 1    64.5   81058816 
5      162039296.00   162138624.00      78.8 99328.00  115.23  115.23  115.23 0   -0.11 0 193    69.0   81019648 
24      162193408.00   162194432.00      65.2 1024.00   78.12   78.12   78.12 0  -40.37 0 1    64.0   81096704 
20      162401792.00   162402816.00      67.1 1024.00   85.94   85.94   85.94 0  119.68 0 1    61.9   81200896 
20      162404864.00   162405888.00      64.7 1024.00   85.94   85.94   85.94 0 -162.85 0 1    61.6   81202432 
6      162862080.00   162863104.00      66.6 1024.00  113.28  113.28  113.28 0  -27.14 0 1    63.3   81431040 
6      163063296.00   163163136.00      76.4 99840.00  113.28  113.28  115.23 1  -76.51 0 1    70.0   81531648 
29      163353088.00   163354112.00      65.1 1024.00   68.36   68.36   68.36 0   -1.32 0 1    62.8   81676544 
29      164185088.00   164186112.00      64.3 1024.00   68.36   68.36   68.36 0  -86.74 0 1    63.5   82092544 
5      164087296.00   164187136.00      78.7 99840.00  115.23  115.23  115.23 0   -1.44 0 194    68.0   82043648 
5      165111808.00   165211136.00      78.6 99328.00  115.23  115.23  115.23 0    0.39 0 193    68.2   82555904 
18      165416960.00   165417984.00      65.3 1024.00   89.84   89.84   89.84 0 -164.60 0 1    60.6   82708480 
3      165835776.00   165836800.00      61.1 1024.00  119.14  119.14  119.14 0  -85.51 0 1    61.0   82917888 
18      166118912.00   166119936.00      67.1 1024.00   89.84   89.84   89.84 0 -148.28 0 1    64.8   83059456 
6      166135808.00   166235648.00      74.3 99840.00  113.28  113.28  115.23 1 -163.57 0 1    68.5   83067904 
22      166364672.00   166365696.00      63.6 1024.00   82.03   82.03   82.03 0   98.51 0 1    62.3   83182336 
28      167020032.00   167021056.00      63.5 1024.00   70.31   70.31   70.31 0   99.14 0 1    61.9   83510016 
22      167211520.00   167212544.00      64.3 1024.00   82.03   82.03   82.03 0  150.31 0 1    63.9   83605760 
5      167159808.00   167259648.00      78.5 99840.00  115.23  115.23  115.23 0   -2.95 0 194    64.8   83579904 
17      167379456.00   167380480.00      63.2 1024.00   91.80   91.80   91.80 0   28.28 0 1    62.4   83689728 
3      167626240.00   167627264.00      63.7 1024.00  119.14  119.14  119.14 0 -140.13 0 1    58.8   83813120 
3      167629312.00   167633408.00      62.0 4096.00  119.14  119.14  119.14 0   84.31 0 2    58.1   83814656 
9      167880192.00   167881216.00      63.9 1024.00  107.42  107.42  107.42 0 -120.00 0 1    56.1   83940096 
5      168184320.00   168283648.00      78.5 99328.00  115.23  115.23  115.23 0   -2.77 0 193    68.1   84092160 
26      168391680.00   168392704.00      58.9 1024.00   74.22   74.22   74.22 0   85.30 0 1    58.9   84195840 
7      168800768.00   168803328.00      56.0 2560.00  111.33  111.33  111.33 0   86.65 0 1    55.1   84400384 
27      169041920.00   169042944.00      67.5 1024.00   72.27   72.27   72.27 0   21.95 0 1    65.0   84520960 
5      169208320.00   169307648.00      78.6 99328.00  115.23  115.23  115.23 0    1.53 0 193    68.2   84604160 
6      169563648.00   169564672.00      66.9 1024.00  113.28  113.28  113.28 0  -60.56 0 1    62.5   84781824 
29      170132480.00   170133504.00      65.4 1024.00   68.36   68.36   68.36 0 -160.10 0 1    65.0   85066240 
5      170232320.00   170332160.00      78.4 99840.00  113.28  113.28  115.23 1    1.28 0 193    68.9   85116160 
14      170672640.00   170674176.00      66.8 1536.00   97.66   97.66   97.66 0 -108.46 0 1    59.7   85336320 
15      170771968.00   170772992.00      66.0 1024.00   95.70   95.70   95.70 0  168.63 0 1    63.2   85385984 
3      170785280.00   170786304.00      66.0 1024.00  119.14  119.14  119.14 0  143.45 0 1    63.9   85392640 
5      171256320.00   171356160.00      78.3 99840.00  115.23  115.23  115.23 0   -0.79 0 192    66.4   85628160 
5      172007936.00   172008960.00      65.0 1024.00  115.23  115.23  115.23 0  152.07 0 1    61.0   86003968 
24      172320256.00   172321280.00      65.1 1024.00   78.12   78.12   78.12 0   17.06 0 1    60.9   86160128 
5      172280832.00   172380160.00      78.4 99328.00  115.23  115.23  115.23 0    2.14 0 193    69.0   86140416 
15      172433408.00   172434432.00      66.7 1024.00   95.70   95.70   95.70 0   38.24 0 1    64.2   86216704 
23      172490240.00   172491264.00      66.6 1024.00   80.08   80.08   80.08 0   60.59 0 1    65.3   86245120 
10      172740608.00   172743168.00      63.4 2560.00  105.47  105.47  105.47 0  -14.47 0 1    61.2   86370304 
5      173304832.00   173404160.00      78.3 99328.00  115.23  115.23  115.23 0   -3.09 0 193    71.7   86652416 
4      173404160.00   173405696.00      64.6 1536.00  117.19  117.19  117.19 0   35.67 0 2    63.0   86702080 
21      173891072.00   173892096.00      65.8 1024.00   83.98   83.98   83.98 0  152.13 0 1    62.3   86945536 
5      174147072.00   174148096.00      64.3 1024.00  115.23  115.23  115.23 0   56.58 0 1    63.2   87073536 
5      174328832.00   174428672.00      78.2 99840.00  115.23  115.23  115.23 0    2.46 0 194    69.4   87164416 
12      174497280.00   174498304.00      64.8 1024.00  101.56  101.56  101.56 0  173.59 0 1    60.1   87248640 
22      175045120.00   175046656.00      64.1 1536.00   82.03   82.03   82.03 0  133.05 0 1    58.9   87522560 
5      175353344.00   175452672.00      78.1 99328.00  115.23  115.23  115.23 0    1.05 0 193    66.7   87676672 
24      175503872.00   175504896.00      61.2 1024.00   78.12   78.12   78.12 0   95.01 0 1    57.4   87751936 
22      175833600.00   175834624.00      65.8 1024.00   82.03   82.03   82.03 0  -90.71 0 1    65.6   87916800 
5      176377344.00   176476672.00      78.2 99328.00  115.23  115.23  115.23 0    3.03 0 193    69.4   88188672 
27      176583168.00   176584192.00      66.3 1024.00   72.27   72.27   72.27 0   52.45 0 1    66.2   88291584 
20      176604160.00   176605184.00      64.6 1024.00   85.94   85.94   85.94 0    4.57 0 1    54.2   88302080 
21      177269248.00   177270272.00      67.0 1024.00   83.98   83.98   83.98 0   53.61 0 1    64.3   88634624 
15      177301504.00   177302528.00      62.4 1024.00   95.70   95.70   95.70 0  138.08 0 1    61.3   88650752 
26      177306112.00   177307136.00      64.6 1024.00   74.22   74.22   74.22 0  115.44 0 1    56.7   88653056 
18      177438208.00   177439232.00      64.7 1024.00   89.84   89.84   89.84 0  100.67 0 1    64.7   88719104 
6      177401344.00   177501184.00      75.6 99840.00  113.28  113.28  115.23 1 -156.96 0 1    69.3   88700672 
21      177545728.00   177547264.00      62.2 1536.00   83.98   83.98   83.98 0 -108.37 0 1    60.3   88772864 
9      177970688.00   177972224.00      66.2 1536.00  107.42  107.42  107.42 0   96.43 0 1    62.6   88985344 
6      177973248.00   177974784.00      64.3 1536.00  113.28  113.28  113.28 0  -10.02 0 2    63.1   88986624 
14      178063872.00   178064896.00      62.2 1024.00   97.66   97.66   97.66 0   49.78 0 1    61.4   89031936 
10      178121216.00   178122752.00      66.1 1536.00  105.47  105.47  105.47 0 -117.66 0 1    63.1   89060608 
7      178179072.00   178180096.00      67.0 1024.00  111.33  111.33  111.33 0    7.61 0 1    64.4   89089536 
5      178425344.00   178525184.00      78.1 99840.00  115.23  115.23  115.23 0   -6.33 0 194    66.9   89212672 
10      178556416.00   178557440.00      66.1 1024.00  105.47  105.47  105.47 0 -154.53 0 1    62.6   89278208 
7      178564096.00   178565120.00      63.8 1024.00  111.33  111.33  111.33 0  -13.36 0 3    56.6   89282048 
7      178567168.00   178568704.00      61.4 1536.00  111.33  111.33  111.33 0  108.73 0 1    57.5   89283584 
12      179372032.00   179373056.00      60.5 1024.00  101.56  101.56  101.56 0 -131.33 0 1    60.1   89686016 
20      179530752.00   179532800.00      65.5 2048.00   85.94   85.94   85.94 0   73.76 0 3    64.2   89765376 
5      179449856.00   179549184.00      78.0 99328.00  115.23  115.23  115.23 0   -1.79 0 192    67.9   89724928 
9      180376576.00   180377600.00      64.2 1024.00  107.42  107.42  107.42 0 -162.75 0 1    63.5   90188288 
5      180473856.00   180573184.00      77.9 99328.00  115.23  115.23  115.23 0    0.91 0 193    70.5   90236928 
2      180697088.00   180698112.00      59.7 1024.00  121.09  121.09  121.09 0 -153.09 0 1    59.1   90348544 
3      180704256.00   180705280.00      65.0 1024.00  119.14  119.14  119.14 0  -36.01 0 2    56.8   90352128 
26      180923904.00   180925440.00      62.8 1536.00   74.22   74.22   74.22 0  144.68 0 1    60.6   90461952 
13      181525504.00   181526528.00      63.6 1024.00   99.61   99.61   99.61 0  -12.73 0 1    62.8   90762752 
5      181497856.00   181597696.00      77.8 99840.00  115.23  115.23  115.23 0   -0.22 0 193    71.9   90748928 
22      181729792.00   181731840.00      65.5 2048.00   82.03   82.03   82.03 0  125.87 0 1    61.4   90864896 
11      182131200.00   182132224.00      69.0 1024.00  103.52  103.52  103.52 0  130.56 0 1    64.7   91065600 
7      182326272.00   182327296.00      62.1 1024.00  111.33  111.33  111.33 0  -11.51 0 1    60.3   91163136 
5      182522368.00   182621696.00      77.9 99328.00  115.23  115.23  115.23 0    1.02 0 192    70.1   91261184 
16      183236096.00   183237120.00      60.7 1024.00   93.75   93.75   93.75 0 -144.96 0 1    59.3   91618048 
5      183546368.00   183646208.00      77.9 99840.00  115.23  115.23  115.23 0   -4.06 0 193    66.8   91773184 
20      184050688.00   184051712.00      64.6 1024.00   85.94   85.94   85.94 0 -136.24 0 1    63.5   92025344 
18      184111104.00   184112640.00      65.7 1536.00   89.84   89.84   89.84 0  -73.10 0 2    63.0   92055552 
10      184279040.00   184280576.00      63.2 1536.00  105.47  105.47  105.47 0  -17.43 0 2    61.9   92139520 
3      184471040.00   184472576.00      64.8 1536.00  119.14  119.14  119.14 0   96.62 0 1    60.6   92235520 
3      184480256.00   184481280.00      61.7 1024.00  119.14  119.14  119.14 0 -172.18 0 1    58.9   92240128 
12      184655360.00   184656384.00      66.4 1024.00  101.56  101.56  101.56 0   52.15 0 1    63.5   92327680 
5      184570368.00   184670208.00      77.9 99840.00  115.23  115.23  115.23 0   -0.44 0 193    70.6   92285184 
10      184956928.00   184957952.00      61.4 1024.00  105.47  105.47  105.47 0   40.20 0 1    59.7   92478464 
11      185522176.00   185523200.00      65.4 1024.00  103.52  103.52  103.52 0  -56.49 0 1    61.9   92761088 
5      185594368.00   185694208.00      77.8 99840.00  115.23  115.23  115.23 0    2.76 0 193    68.5   92797184 
10      185946624.00   185947648.00      64.5 1024.00  105.47  105.47  105.47 0  -95.34 0 1    64.2   92973312 
